CaseMasterID,ActID,SectionID,ActOrderID,SectionOrderID
1574,MVACT,MVACT-184,1,1
1574,MVACT,MVACT-177,2,2
1575,IPC,IPC-447,1,1
1575,IPC,IPC-395,2,2
1576,MVACT,MVACT-185,1,1
1577,IPC,IPC-506,1,1
1577,IPC,IPC-504,2,2
1577,KPACT,KPACT-110,3,3
1578,POCSO,POCSO-10,1,1
1578,JJACT,JJACT-75,2,2
1578,JJACT,JJACT-82,3,3
1579,BNS,BNS-303,1,1
1579,BNS,BNS-316,2,2
1580,MVACT,MVACT-184,1,1
1580,MVACT,MVACT-134,2,2
1580,MVACT,MVACT-185,3,3
1581,IPC,IPC-392,1,1
1582,BNS,BNS-316,1,1
1583,PCA,PCA-13,1,1
1583,BNS,BNS-316,2,2
1583,PMLA,PMLA-4,3,3
1584,IPC,IPC-406,1,1
1585,IPC,IPC-379,1,1
1585,IPC,IPC-380,2,2
1586,MVACT,MVACT-134,1,1
1587,MVACT,MVACT-134,1,1
1588,IPC,IPC-392,1,1
1589,IPC,IPC-420,1,1
1589,IPC,IPC-406,2,2
1589,IPC,IPC-380,3,3
1590,BNS,BNS-64,1,1
1590,BNS,BNS-351,2,2
1591,PCA,PCA-13,1,1
1591,PMLA,PMLA-3,2,2
1591,PCA,PCA-7,3,3
1592,IPC,IPC-392,1,1
1592,IPC,IPC-447,2,2
1593,MVACT,MVACT-185,1,1
1593,MVACT,MVACT-184,2,2
1594,IPC,IPC-363,1,1
1594,IPC,IPC-302,2,2
1594,IPC,IPC-304,3,3
1595,MVACT,MVACT-184,1,1
1596,MVACT,MVACT-177,1,1
1596,MVACT,MVACT-134,2,2
1597,MVACT,MVACT-177,1,1
1598,BNS,BNS-318,1,1
1598,BNS,BNS-316,2,2
1598,BNS,BNS-310,3,3
1599,MVACT,MVACT-177,1,1
1600,BNS,BNS-352,1,1
1600,BNS,BNS-351,2,2
1601,IPC,IPC-363,1,1
1601,IPC,IPC-307,2,2
1602,ITACT,ITACT-66C,1,1
1602,ITACT,ITACT-66,2,2
1603,BNS,BNS-318,1,1
1604,KPACT,KPACT-78,1,1
1605,KPACT,KPACT-78,1,1
1605,ARMS,ARMS-27,2,2
1605,ARMS,ARMS-25,3,3
1606,MVACT,MVACT-184,1,1
1606,MVACT,MVACT-177,2,2
1607,BNS,BNS-318,1,1
1607,BNS,BNS-303,2,2
1607,BNS,BNS-329,3,3
1608,PMLA,PMLA-3,1,1
1609,MVACT,MVACT-134,1,1
1609,MVACT,MVACT-184,2,2
1610,IPC,IPC-420,1,1
1610,IPC,IPC-395,2,2
1610,IPC,IPC-380,3,3
1611,ITACT,ITACT-67,1,1
1611,ITACT,ITACT-66C,2,2
1612,IPC,IPC-354,1,1
1613,IPC,IPC-506,1,1
1613,IPC,IPC-504,2,2
1614,BNS,BNS-310,1,1
1614,BNS,BNS-329,2,2
1615,IPC,IPC-380,1,1
1615,IPC,IPC-395,2,2
1615,IPC,IPC-420,3,3
1616,IPC,IPC-406,1,1
1616,IPC,IPC-420,2,2
1617,IPC,IPC-302,1,1
1618,BNS,BNS-305,1,1
1618,BNS,BNS-329,2,2
1618,BNS,BNS-318,3,3
1619,MVACT,MVACT-134,1,1
1620,IPC,IPC-406,1,1
1620,IPC,IPC-380,2,2
1621,IPC,IPC-354,1,1
1621,DOWRY,DOWRY-3,2,2
1622,BNS,BNS-309,1,1
1623,PCA,PCA-7,1,1
1623,BNS,BNS-316,2,2
1624,ITACT,ITACT-66,1,1
1625,NDPS,NDPS-8,1,1
1626,BNS,BNS-117,1,1
1626,BNS,BNS-103,2,2
1627,IPC,IPC-325,1,1
1627,IPC,IPC-323,2,2
1628,ITACT,ITACT-67,1,1
1628,ITACT,ITACT-66C,2,2
1629,KPACT,KPACT-110,1,1
1629,BNS,BNS-352,2,2
1630,KPACT,KPACT-78,1,1
1631,ITACT,ITACT-66D,1,1
1632,BNS,BNS-310,1,1
1632,BNS,BNS-316,2,2
1633,ITACT,ITACT-66,1,1
1634,NDPS,NDPS-20,1,1
1634,NDPS,NDPS-22,2,2
1635,IPC,IPC-363,1,1
1635,IPC,IPC-323,2,2
1635,IPC,IPC-302,3,3
1636,MVACT,MVACT-177,1,1
1636,MVACT,MVACT-184,2,2
1637,IPC,IPC-395,1,1
1637,IPC,IPC-392,2,2
1637,IPC,IPC-420,3,3
1638,KPACT,KPACT-78,1,1
1639,BNS,BNS-318,1,1
1639,BNS,BNS-310,2,2
1640,ITACT,ITACT-66,1,1
1640,ITACT,ITACT-66D,2,2
1641,MVACT,MVACT-177,1,1
1642,ITACT,ITACT-66D,1,1
1642,ITACT,ITACT-67,2,2
1643,KPACT,KPACT-110,1,1
1643,IPC,IPC-504,2,2
1643,IPC,IPC-506,3,3
1644,IPC,IPC-379,1,1
1645,MVACT,MVACT-134,1,1
1646,NDPS,NDPS-21,1,1
1646,NDPS,NDPS-29,2,2
1646,NDPS,NDPS-22,3,3
1647,MVACT,MVACT-177,1,1
1647,MVACT,MVACT-134,2,2
1647,MVACT,MVACT-185,3,3
1648,BNS,BNS-352,1,1
1649,BNS,BNS-329,1,1
1649,BNS,BNS-318,2,2
1649,BNS,BNS-316,3,3
1650,MVACT,MVACT-177,1,1
1651,BNS,BNS-74,1,1
1651,BNS,BNS-85,2,2
1652,NDPS,NDPS-29,1,1
1653,DOWRY,DOWRY-3,1,1
1654,IPC,IPC-420,1,1
1654,PMLA,PMLA-3,2,2
1655,BNS,BNS-310,1,1
1656,IPC,IPC-304,1,1
1656,IPC,IPC-323,2,2
1657,PMLA,PMLA-3,1,1
1657,PCA,PCA-7,2,2
1657,BNS,BNS-316,3,3
1658,MVACT,MVACT-134,1,1
1658,MVACT,MVACT-184,2,2
1658,MVACT,MVACT-177,3,3
1659,MVACT,MVACT-185,1,1
1660,BNS,BNS-351,1,1
1661,POCSO,POCSO-8,1,1
1661,JJACT,JJACT-75,2,2
1662,NDPS,NDPS-27,1,1
1662,NDPS,NDPS-20,2,2
1662,NDPS,NDPS-21,3,3
1663,POCSO,POCSO-8,1,1
1663,POCSO,POCSO-4,2,2
1663,POCSO,POCSO-12,3,3
1664,BNS,BNS-303,1,1
1664,BNS,BNS-310,2,2
1665,IPC,IPC-363,1,1
1666,IPC,IPC-420,1,1
1667,ITACT,ITACT-66,1,1
1667,ITACT,ITACT-67,2,2
1668,IPC,IPC-447,1,1
1669,IPC,IPC-506,1,1
1669,DOWRY,DOWRY-4,2,2
1670,POCSO,POCSO-10,1,1
1671,KPACT,KPACT-78,1,1
1671,BNS,BNS-352,2,2
1672,IPC,IPC-323,1,1
1673,IPC,IPC-354,1,1
1673,IPC,IPC-498A,2,2
1674,MVACT,MVACT-134,1,1
1674,MVACT,MVACT-185,2,2
1675,KPACT,KPACT-110,1,1
1675,BNS,BNS-351,2,2
1676,ITACT,ITACT-66D,1,1
1677,MVACT,MVACT-177,1,1
1677,MVACT,MVACT-185,2,2
1677,MVACT,MVACT-184,3,3
1678,BNS,BNS-309,1,1
1678,BNS,BNS-305,2,2
1679,IPC,IPC-379,1,1
1680,IPC,IPC-302,1,1
1681,BNS,BNS-329,1,1
1681,BNS,BNS-316,2,2
1682,MVACT,MVACT-134,1,1
1683,MVACT,MVACT-184,1,1
1684,MVACT,MVACT-177,1,1
1684,MVACT,MVACT-134,2,2
1685,POCSO,POCSO-8,1,1
1686,IPC,IPC-354,1,1
1687,POCSO,POCSO-6,1,1
1688,BNS,BNS-305,1,1
1688,BNS,BNS-310,2,2
1689,NDPS,NDPS-22,1,1
1689,NDPS,NDPS-21,2,2
1690,IPC,IPC-392,1,1
1691,KPACT,KPACT-110,1,1
1692,ITACT,ITACT-66,1,1
1693,IPC,IPC-498A,1,1
1694,ITACT,ITACT-66,1,1
1694,ITACT,ITACT-67,2,2
1695,KPACT,KPACT-110,1,1
1695,BNS,BNS-351,2,2
1696,BNS,BNS-329,1,1
1696,BNS,BNS-318,2,2
1697,IPC,IPC-498A,1,1
1698,IPC,IPC-395,1,1
1699,ITACT,ITACT-66C,1,1
1699,ITACT,ITACT-66D,2,2
1699,ITACT,ITACT-67,3,3
1700,ITACT,ITACT-66D,1,1
1701,IPC,IPC-380,1,1
1701,IPC,IPC-379,2,2
1701,IPC,IPC-447,3,3
1702,MVACT,MVACT-184,1,1
1703,ITACT,ITACT-66D,1,1
1704,IPC,IPC-447,1,1
1704,IPC,IPC-392,2,2
1704,IPC,IPC-379,3,3
1705,IPC,IPC-395,1,1
1706,PMLA,PMLA-4,1,1
1707,MVACT,MVACT-177,1,1
1708,BNS,BNS-316,1,1
1709,MVACT,MVACT-184,1,1
1710,PCA,PCA-7,1,1
1710,PCA,PCA-13,2,2
1711,IPC,IPC-380,1,1
1711,IPC,IPC-406,2,2
1712,BNS,BNS-329,1,1
1713,ARMS,ARMS-30,1,1
1714,PMLA,PMLA-3,1,1
1714,BNS,BNS-318,2,2
1715,IPC,IPC-376,1,1
1715,IPC,IPC-506,2,2
1716,MVACT,MVACT-185,1,1
1717,KPACT,KPACT-110,1,1
1718,MVACT,MVACT-184,1,1
1719,BNS,BNS-352,1,1
1720,IPC,IPC-302,1,1
1721,IPC,IPC-302,1,1
1722,BNS,BNS-329,1,1
1722,BNS,BNS-310,2,2
1722,BNS,BNS-318,3,3
1723,NDPS,NDPS-20,1,1
1723,NDPS,NDPS-29,2,2
1723,NDPS,NDPS-8,3,3
1724,BNS,BNS-117,1,1
1724,BNS,BNS-105,2,2
1725,MVACT,MVACT-185,1,1
1725,MVACT,MVACT-184,2,2
1725,MVACT,MVACT-134,3,3
1726,BNS,BNS-329,1,1
1727,MVACT,MVACT-134,1,1
1727,MVACT,MVACT-185,2,2
1728,IPC,IPC-420,1,1
1729,MVACT,MVACT-177,1,1
1730,PMLA,PMLA-3,1,1
1731,BNS,BNS-329,1,1
1732,IPC,IPC-406,1,1
1732,IPC,IPC-380,2,2
1732,IPC,IPC-447,3,3
1733,MVACT,MVACT-185,1,1
1734,ARMS,ARMS-30,1,1
1735,IPC,IPC-376,1,1
1736,MVACT,MVACT-134,1,1
1736,MVACT,MVACT-184,2,2
1737,IPC,IPC-447,1,1
1737,IPC,IPC-420,2,2
1738,BNS,BNS-64,1,1
1738,BNS,BNS-85,2,2
1739,IPC,IPC-379,1,1
1740,MVACT,MVACT-134,1,1
1741,IPC,IPC-380,1,1
1742,MVACT,MVACT-134,1,1
1743,MVACT,MVACT-177,1,1
1743,MVACT,MVACT-184,2,2
1744,MVACT,MVACT-177,1,1
1744,MVACT,MVACT-185,2,2
1744,MVACT,MVACT-184,3,3
1745,DOWRY,DOWRY-3,1,1
1745,DOWRY,DOWRY-4,2,2
1745,BNS,BNS-64,3,3
1746,IPC,IPC-406,1,1
1746,IPC,IPC-379,2,2
1747,BNS,BNS-74,1,1
1748,MVACT,MVACT-134,1,1
1748,MVACT,MVACT-184,2,2
1749,IPC,IPC-506,1,1
1749,DOWRY,DOWRY-4,2,2
1750,MVACT,MVACT-184,1,1
1751,ITACT,ITACT-66,1,1
1751,ITACT,ITACT-66D,2,2
1751,ITACT,ITACT-66C,3,3
1752,MVACT,MVACT-134,1,1
1752,MVACT,MVACT-177,2,2
1753,BNS,BNS-316,1,1
1754,KPACT,KPACT-78,1,1
1755,IPC,IPC-304,1,1
1756,BNS,BNS-103,1,1
1757,BNS,BNS-316,1,1
1757,BNS,BNS-115,2,2
1758,DOWRY,DOWRY-3,1,1
1758,DOWRY,DOWRY-4,2,2
1759,MVACT,MVACT-184,1,1
1759,MVACT,MVACT-134,2,2
1759,MVACT,MVACT-177,3,3
1760,KPACT,KPACT-78,1,1
1761,IPC,IPC-380,1,1
1761,IPC,IPC-406,2,2
1762,MVACT,MVACT-185,1,1
1763,MVACT,MVACT-177,1,1
1764,MVACT,MVACT-185,1,1
1765,POCSO,POCSO-6,1,1
1766,IPC,IPC-379,1,1
1767,NDPS,NDPS-22,1,1
1768,ITACT,ITACT-66,1,1
1769,ARMS,ARMS-25,1,1
1770,MVACT,MVACT-185,1,1
1771,BNS,BNS-318,1,1
1771,BNS,BNS-316,2,2
1771,BNS,BNS-309,3,3
1772,PMLA,PMLA-3,1,1
1772,PCA,PCA-7,2,2
1773,ITACT,ITACT-66C,1,1
1774,BNS,BNS-329,1,1
1775,IPC,IPC-420,1,1
1775,PMLA,PMLA-3,2,2
1776,NDPS,NDPS-27,1,1
1777,BNS,BNS-309,1,1
1777,BNS,BNS-318,2,2
1778,MVACT,MVACT-184,1,1
1779,MVACT,MVACT-185,1,1
1779,MVACT,MVACT-184,2,2
1780,IPC,IPC-380,1,1
1781,IPC,IPC-420,1,1
1781,PCA,PCA-13,2,2
1782,IPC,IPC-392,1,1
1783,KPACT,KPACT-78,1,1
1783,BNS,BNS-352,2,2
1783,BNS,BNS-351,3,3
1784,KEXACT,KEXACT-34,1,1
1784,ARMS,ARMS-30,2,2
1785,IPC,IPC-325,1,1
1786,BNS,BNS-115,1,1
1787,MVACT,MVACT-177,1,1
1787,MVACT,MVACT-184,2,2
1788,BNS,BNS-310,1,1
1788,BNS,BNS-305,2,2
1788,BNS,BNS-318,3,3
1789,IPC,IPC-380,1,1
1789,IPC,IPC-392,2,2
1790,KEXACT,KEXACT-34,1,1
1791,MVACT,MVACT-177,1,1
1791,MVACT,MVACT-134,2,2
1792,DOWRY,DOWRY-3,1,1
1792,BNS,BNS-74,2,2
1792,BNS,BNS-64,3,3
1793,MVACT,MVACT-185,1,1
1793,MVACT,MVACT-134,2,2
1794,ITACT,ITACT-67,1,1
1795,MVACT,MVACT-184,1,1
1796,IPC,IPC-504,1,1
1796,KPACT,KPACT-78,2,2
1796,KPACT,KPACT-110,3,3
1797,PCA,PCA-13,1,1
1798,PMLA,PMLA-3,1,1
1799,MVACT,MVACT-185,1,1
1800,ITACT,ITACT-66C,1,1
1800,ITACT,ITACT-66,2,2
1801,BNS,BNS-303,1,1
1802,BNS,BNS-318,1,1
1803,DOWRY,DOWRY-4,1,1
1804,PMLA,PMLA-3,1,1
1804,PCA,PCA-13,2,2
1805,IPC,IPC-380,1,1
1806,BNS,BNS-351,1,1
1807,DOWRY,DOWRY-3,1,1
1808,BNS,BNS-318,1,1
1809,BNS,BNS-309,1,1
1810,MVACT,MVACT-185,1,1
1810,MVACT,MVACT-134,2,2
1811,JJACT,JJACT-82,1,1
1812,MVACT,MVACT-185,1,1
1813,IPC,IPC-376,1,1
1814,BNS,BNS-351,1,1
1814,BNS,BNS-352,2,2
1814,KPACT,KPACT-110,3,3
1815,IPC,IPC-395,1,1
1815,IPC,IPC-447,2,2
1816,MVACT,MVACT-184,1,1
1817,ITACT,ITACT-66C,1,1
1818,IPC,IPC-506,1,1
1818,DOWRY,DOWRY-4,2,2
1819,ITACT,ITACT-66D,1,1
1819,ITACT,ITACT-67,2,2
1820,BNS,BNS-352,1,1
1820,KPACT,KPACT-78,2,2
1821,KPACT,KPACT-78,1,1
1821,KPACT,KPACT-110,2,2
1821,IPC,IPC-504,3,3
1822,BNS,BNS-316,1,1
1822,BNS,BNS-115,2,2
1822,BNS,BNS-318,3,3
1823,MVACT,MVACT-177,1,1
1824,MVACT,MVACT-184,1,1
1825,IPC,IPC-304,1,1
1825,IPC,IPC-363,2,2
1825,IPC,IPC-366,3,3
1826,IPC,IPC-406,1,1
1827,IPC,IPC-307,1,1
1828,UAPA,UAPA-16,1,1
1829,MVACT,MVACT-185,1,1
1830,PCA,PCA-13,1,1
1830,BNS,BNS-316,2,2
1830,PMLA,PMLA-4,3,3
1831,NDPS,NDPS-21,1,1
1831,NDPS,NDPS-29,2,2
1831,NDPS,NDPS-22,3,3
1832,KPACT,KPACT-78,1,1
1833,PCA,PCA-13,1,1
1833,PMLA,PMLA-3,2,2
1834,IPC,IPC-506,1,1
1835,BNS,BNS-352,1,1
1836,NDPS,NDPS-27,1,1
1837,IPC,IPC-379,1,1
1837,IPC,IPC-420,2,2
1837,IPC,IPC-380,3,3
1838,ARMS,ARMS-25,1,1
1839,IPC,IPC-506,1,1
1840,POCSO,POCSO-10,1,1
1841,PCA,PCA-7,1,1
1842,PCA,PCA-7,1,1
1842,PCA,PCA-13,2,2
1843,POCSO,POCSO-10,1,1
1843,JJACT,JJACT-75,2,2
1844,BNS,BNS-329,1,1
1844,BNS,BNS-305,2,2
1845,MVACT,MVACT-177,1,1
1846,MVACT,MVACT-134,1,1
1847,MVACT,MVACT-134,1,1
1847,MVACT,MVACT-185,2,2
1848,PCA,PCA-7,1,1
1848,PMLA,PMLA-3,2,2
1849,NDPS,NDPS-21,1,1
1849,NDPS,NDPS-22,2,2
1849,NDPS,NDPS-27,3,3
1850,PCA,PCA-13,1,1
1851,ARMS,ARMS-30,1,1
1851,KPACT,KPACT-110,2,2
1852,KEXACT,KEXACT-34,1,1
1853,MVACT,MVACT-185,1,1
1853,MVACT,MVACT-184,2,2
1853,MVACT,MVACT-134,3,3
1854,IPC,IPC-379,1,1
1854,IPC,IPC-406,2,2
1854,IPC,IPC-447,3,3
1855,IPC,IPC-498A,1,1
1855,IPC,IPC-354,2,2
1855,IPC,IPC-376,3,3
1856,MVACT,MVACT-184,1,1
1856,MVACT,MVACT-185,2,2
1856,MVACT,MVACT-134,3,3
1857,IPC,IPC-498A,1,1
1857,IPC,IPC-354,2,2
1857,DOWRY,DOWRY-3,3,3
1858,BNS,BNS-310,1,1
1859,MVACT,MVACT-185,1,1
1860,BNS,BNS-303,1,1
1860,BNS,BNS-318,2,2
1861,BNS,BNS-351,1,1
1861,BNS,BNS-85,2,2
1862,BNS,BNS-318,1,1
1863,BNS,BNS-310,1,1
1864,IPC,IPC-380,1,1
1865,ITACT,ITACT-67,1,1
1866,ITACT,ITACT-66,1,1
1867,KPACT,KPACT-110,1,1
1868,POCSO,POCSO-8,1,1
1869,MVACT,MVACT-184,1,1
1870,IPC,IPC-420,1,1
1871,ARMS,ARMS-25,1,1
1871,KEXACT,KEXACT-32,2,2
1871,KPACT,KPACT-110,3,3
1872,BNS,BNS-351,1,1
1873,DOWRY,DOWRY-3,1,1
1874,BNS,BNS-352,1,1
1874,KPACT,KPACT-78,2,2
1875,BNS,BNS-303,1,1
1875,BNS,BNS-329,2,2
1876,IPC,IPC-302,1,1
1877,BNS,BNS-64,1,1
1878,IPC,IPC-506,1,1
1878,KPACT,KPACT-110,2,2
1878,KPACT,KPACT-78,3,3
1879,MVACT,MVACT-185,1,1
1880,KPACT,KPACT-110,1,1
1881,BNS,BNS-140,1,1
1881,BNS,BNS-115,2,2
1882,MVACT,MVACT-185,1,1
1882,MVACT,MVACT-184,2,2
1883,IPC,IPC-379,1,1
1883,IPC,IPC-380,2,2
1884,MVACT,MVACT-185,1,1
1885,IPC,IPC-406,1,1
1886,MVACT,MVACT-184,1,1
1887,BNS,BNS-310,1,1
1887,BNS,BNS-318,2,2
1887,BNS,BNS-329,3,3
1888,POCSO,POCSO-4,1,1
1889,MVACT,MVACT-134,1,1
1890,IPC,IPC-323,1,1
1891,BNS,BNS-309,1,1
1891,BNS,BNS-318,2,2
1892,KEXACT,KEXACT-32,1,1
1893,IPC,IPC-498A,1,1
1894,BNS,BNS-305,1,1
1894,BNS,BNS-309,2,2
1895,BNS,BNS-115,1,1
1896,IPC,IPC-447,1,1
1897,JJACT,JJACT-75,1,1
1898,BNS,BNS-351,1,1
1898,BNS,BNS-74,2,2
1899,ITACT,ITACT-67,1,1
1900,POCSO,POCSO-12,1,1
1900,POCSO,POCSO-10,2,2
1901,IPC,IPC-504,1,1
1902,MVACT,MVACT-184,1,1
1902,MVACT,MVACT-185,2,2
1903,MVACT,MVACT-177,1,1
1904,ARMS,ARMS-27,1,1
1904,ARMS,ARMS-30,2,2
1905,DOWRY,DOWRY-4,1,1
1906,POCSO,POCSO-12,1,1
1907,MVACT,MVACT-184,1,1
1907,MVACT,MVACT-185,2,2
1908,KPACT,KPACT-110,1,1
1909,IPC,IPC-420,1,1
1909,PMLA,PMLA-3,2,2
1910,PCA,PCA-7,1,1
1910,BNS,BNS-316,2,2
1910,PCA,PCA-13,3,3
1911,MVACT,MVACT-184,1,1
1911,MVACT,MVACT-177,2,2
1912,MVACT,MVACT-184,1,1
1912,MVACT,MVACT-185,2,2
1913,MVACT,MVACT-185,1,1
1914,BNS,BNS-303,1,1
1915,BNS,BNS-316,1,1
1915,BNS,BNS-305,2,2
1916,BNS,BNS-64,1,1
1917,BNS,BNS-64,1,1
1918,MVACT,MVACT-134,1,1
1919,IPC,IPC-420,1,1
1920,MVACT,MVACT-134,1,1
1920,MVACT,MVACT-185,2,2
1921,IPC,IPC-447,1,1
1922,MVACT,MVACT-185,1,1
1923,DOWRY,DOWRY-4,1,1
1923,DOWRY,DOWRY-3,2,2
1923,IPC,IPC-376,3,3
1924,IPC,IPC-379,1,1
1924,IPC,IPC-420,2,2
1925,DOWRY,DOWRY-4,1,1
1926,BNS,BNS-316,1,1
1926,BNS,BNS-310,2,2
1927,MVACT,MVACT-134,1,1
1927,MVACT,MVACT-184,2,2
1928,NDPS,NDPS-29,1,1
1929,KPACT,KPACT-110,1,1
1930,MVACT,MVACT-177,1,1
1931,MVACT,MVACT-184,1,1
1932,BNS,BNS-137,1,1
1933,ITACT,ITACT-66,1,1
1933,ITACT,ITACT-66D,2,2
1933,ITACT,ITACT-66C,3,3
1934,IPC,IPC-323,1,1
1935,PCA,PCA-7,1,1
1936,BNS,BNS-316,1,1
1937,DOWRY,DOWRY-3,1,1
1938,IPC,IPC-395,1,1
1938,IPC,IPC-392,2,2
1939,PCA,PCA-7,1,1
1940,BNS,BNS-117,1,1
1940,BNS,BNS-105,2,2
1941,NDPS,NDPS-8,1,1
1942,IPC,IPC-307,1,1
1942,IPC,IPC-302,2,2
1943,POCSO,POCSO-6,1,1
1943,POCSO,POCSO-4,2,2
1944,POCSO,POCSO-8,1,1
1944,JJACT,JJACT-75,2,2
1944,POCSO,POCSO-12,3,3
1945,IPC,IPC-447,1,1
1945,IPC,IPC-380,2,2
1946,POCSO,POCSO-4,1,1
1946,POCSO,POCSO-10,2,2
1946,POCSO,POCSO-6,3,3
1947,IPC,IPC-366,1,1
1948,IPC,IPC-420,1,1
1948,IPC,IPC-447,2,2
1949,ITACT,ITACT-67,1,1
1949,ITACT,ITACT-66C,2,2
1949,ITACT,ITACT-66,3,3
1950,MVACT,MVACT-134,1,1
1950,MVACT,MVACT-185,2,2
1950,MVACT,MVACT-177,3,3
1951,POCSO,POCSO-12,1,1
1951,JJACT,JJACT-82,2,2
1952,BNS,BNS-305,1,1
1952,BNS,BNS-316,2,2
1952,BNS,BNS-309,3,3
1953,BNS,BNS-303,1,1
1953,BNS,BNS-316,2,2
1954,IPC,IPC-498A,1,1
1954,IPC,IPC-506,2,2
1954,IPC,IPC-354,3,3
1955,ITACT,ITACT-66D,1,1
1955,ITACT,ITACT-66C,2,2
1955,ITACT,ITACT-66,3,3
1956,IPC,IPC-366,1,1
1957,IPC,IPC-304,1,1
1958,PMLA,PMLA-3,1,1
1958,PCA,PCA-7,2,2
1958,PMLA,PMLA-4,3,3
1959,IPC,IPC-304,1,1
1959,IPC,IPC-323,2,2
1960,ARMS,ARMS-30,1,1
1961,BNS,BNS-105,1,1
1961,BNS,BNS-137,2,2
1962,MVACT,MVACT-184,1,1
1963,NDPS,NDPS-29,1,1
1964,DOWRY,DOWRY-4,1,1
1965,MVACT,MVACT-185,1,1
1965,MVACT,MVACT-177,2,2
1966,BNS,BNS-85,1,1
1967,IPC,IPC-392,1,1
1968,ITACT,ITACT-66C,1,1
1968,ITACT,ITACT-66,2,2
1969,DOWRY,DOWRY-4,1,1
1969,BNS,BNS-351,2,2
1969,BNS,BNS-64,3,3
1970,MVACT,MVACT-184,1,1
1971,IPC,IPC-506,1,1
1972,IPC,IPC-380,1,1
1973,IPC,IPC-498A,1,1
1974,IPC,IPC-304,1,1
1975,BNS,BNS-303,1,1
1976,ITACT,ITACT-66D,1,1
1977,ITACT,ITACT-66C,1,1
1978,KPACT,KPACT-110,1,1
1979,KPACT,KPACT-78,1,1
1979,ARMS,ARMS-27,2,2
1979,ARMS,ARMS-25,3,3
1980,ITACT,ITACT-67,1,1
1980,ITACT,ITACT-66C,2,2
1980,ITACT,ITACT-66,3,3
1981,KEXACT,KEXACT-32,1,1
1981,KPACT,KPACT-110,2,2
1982,IPC,IPC-498A,1,1
1983,IPC,IPC-392,1,1
1984,MVACT,MVACT-134,1,1
1985,BNS,BNS-115,1,1
1986,BNS,BNS-318,1,1
1987,PMLA,PMLA-4,1,1
1987,IPC,IPC-406,2,2
1988,MVACT,MVACT-177,1,1
1989,IPC,IPC-406,1,1
1990,MVACT,MVACT-134,1,1
1991,DOWRY,DOWRY-3,1,1
1992,IPC,IPC-498A,1,1
1993,KPACT,KPACT-110,1,1
1994,ITACT,ITACT-66,1,1
1995,BNS,BNS-318,1,1
1995,BNS,BNS-329,2,2
1996,PMLA,PMLA-4,1,1
1996,IPC,IPC-406,2,2
1997,MVACT,MVACT-185,1,1
1997,MVACT,MVACT-134,2,2
1998,IPC,IPC-380,1,1
1999,IPC,IPC-420,1,1
2000,IPC,IPC-323,1,1
2001,MVACT,MVACT-185,1,1
2001,MVACT,MVACT-177,2,2
2002,MVACT,MVACT-134,1,1
2003,BNS,BNS-305,1,1
2004,BNS,BNS-64,1,1
2004,BNS,BNS-85,2,2
2005,MVACT,MVACT-177,1,1
2006,ITACT,ITACT-66,1,1
2007,ITACT,ITACT-66,1,1
2007,ITACT,ITACT-66C,2,2
2008,BNS,BNS-303,1,1
2009,PMLA,PMLA-3,1,1
2009,PMLA,PMLA-4,2,2
2010,KPACT,KPACT-78,1,1
2010,KPACT,KPACT-110,2,2
2010,IPC,IPC-504,3,3
2011,MVACT,MVACT-185,1,1
2011,MVACT,MVACT-177,2,2
2011,MVACT,MVACT-134,3,3
2012,BNS,BNS-316,1,1
2012,BNS,BNS-115,2,2
2013,MVACT,MVACT-134,1,1
2014,IPC,IPC-363,1,1
2015,BNS,BNS-303,1,1
2016,BNS,BNS-115,1,1
2017,IPC,IPC-395,1,1
2017,IPC,IPC-447,2,2
2018,IPC,IPC-304,1,1
2019,MVACT,MVACT-177,1,1
2019,MVACT,MVACT-185,2,2
2020,NDPS,NDPS-8,1,1
2021,MVACT,MVACT-184,1,1
2022,MVACT,MVACT-177,1,1
2023,BNS,BNS-303,1,1
2024,IPC,IPC-420,1,1
2025,ARMS,ARMS-30,1,1
2025,ARMS,ARMS-27,2,2
2025,KPACT,KPACT-110,3,3
2026,IPC,IPC-406,1,1
2026,PCA,PCA-7,2,2
2027,DOWRY,DOWRY-4,1,1
2028,IPC,IPC-506,1,1
2029,NDPS,NDPS-20,1,1
2030,NDPS,NDPS-8,1,1
2031,IPC,IPC-420,1,1
2031,IPC,IPC-447,2,2
2032,IPC,IPC-506,1,1
2032,IPC,IPC-504,2,2
2033,IPC,IPC-506,1,1
2034,ITACT,ITACT-67,1,1
2035,IPC,IPC-506,1,1
2036,BNS,BNS-117,1,1
2037,BNS,BNS-105,1,1
2037,BNS,BNS-103,2,2
2038,DOWRY,DOWRY-4,1,1
2039,KPACT,KPACT-78,1,1
2040,NDPS,NDPS-27,1,1
2040,NDPS,NDPS-22,2,2
2040,NDPS,NDPS-21,3,3
2041,IPC,IPC-395,1,1
2042,POCSO,POCSO-8,1,1
2042,POCSO,POCSO-6,2,2
2042,POCSO,POCSO-10,3,3
2043,IPC,IPC-379,1,1
2044,BNS,BNS-318,1,1
2044,BNS,BNS-310,2,2
2045,BNS,BNS-305,1,1
2045,BNS,BNS-310,2,2
2046,NDPS,NDPS-20,1,1
2046,NDPS,NDPS-27,2,2
2046,NDPS,NDPS-29,3,3
2047,KPACT,KPACT-110,1,1
2048,IPC,IPC-506,1,1
