person_uid,num_cases_log_scaled,weekend_pref_signed_scaled,avg_victim_age_clean_scaled,victim_age_missing_scaled,arrest_vs_surrender_ratio_scaled,geographic_spread_km_scaled,primary_crime_head_encoded_1,primary_crime_head_encoded_2,primary_crime_head_encoded_3,primary_crime_head_encoded_4,primary_crime_head_encoded_5,primary_crime_head_encoded_6,primary_crime_head_encoded_7,primary_crime_head_encoded_8,primary_crime_head_encoded_9,primary_crime_head_encoded_10,primary_crime_head_encoded_11,primary_crime_head_encoded_12,victim_gender_mode_0.0,victim_gender_mode_1.0,victim_gender_mode_2.0,victim_gender_mode_3.0,act_pc_1,act_pc_2,act_pc_3,act_pc_4,act_pc_5,act_pc_6,act_pc_7,act_pc_8,act_pc_9,act_pc_10,act_pc_11,act_pc_12,act_pc_13,act_pc_14,act_pc_15,act_pc_16,act_pc_17,act_pc_18,act_pc_19,act_pc_20
3162,0.0,-0.6307359283700844,-1.0819740809000375,-0.4134216426826066,-1.2639963657241198,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.5365848661736099,1.0795966638734902,0.11133233977038254,0.005580536858552917,-0.016791746551849306,-0.2306683035476401,-0.06838470518456445,-0.08030744949249545,-0.0745839457104381,0.19194392448249947,-0.6470312782658316,-0.0020604540658974158,-1.3323044273559648,-1.6612704450059184,-0.0014928035923062635,0.0008584207077617383,0.0009584304591525056,0.0001772769740163143,-0.0003654597424861436,0.00074636171066098
3163,0.0,-0.6307359283700844,-1.0819740809000375,-0.4134216426826066,-1.2639963657241198,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.5365848661736099,1.0795966638734902,0.11133233977038254,0.005580536858552917,-0.016791746551849306,-0.2306683035476401,-0.06838470518456445,-0.08030744949249545,-0.0745839457104381,0.19194392448249947,-0.6470312782658316,-0.0020604540658974158,-1.3323044273559648,-1.6612704450059184,-0.0014928035923062635,0.0008584207077617383,0.0009584304591525056,0.0001772769740163143,-0.0003654597424861436,0.00074636171066098
3164,0.0,-0.6307359283700844,-1.0819740809000375,-0.4134216426826066,0.7911415152108595,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.5365848661736099,1.0795966638734902,0.11133233977038254,0.005580536858552917,-0.016791746551849306,-0.2306683035476401,-0.06838470518456445,-0.08030744949249545,-0.0745839457104381,0.19194392448249947,-0.6470312782658316,-0.0020604540658974158,-1.3323044273559648,-1.6612704450059184,-0.0014928035923062635,0.0008584207077617383,0.0009584304591525056,0.0001772769740163143,-0.0003654597424861436,0.00074636171066098
3165,0.0,-0.6307359283700844,-1.0819740809000375,-0.4134216426826066,-1.2639963657241198,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.5365848661736099,1.0795966638734902,0.11133233977038254,0.005580536858552917,-0.016791746551849306,-0.2306683035476401,-0.06838470518456445,-0.08030744949249545,-0.0745839457104381,0.19194392448249947,-0.6470312782658316,-0.0020604540658974158,-1.3323044273559648,-1.6612704450059184,-0.0014928035923062635,0.0008584207077617383,0.0009584304591525056,0.0001772769740163143,-0.0003654597424861436,0.00074636171066098
3166,0.0,-0.6307359283700844,-1.0819740809000375,-0.4134216426826066,0.7911415152108595,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.5365848661736099,1.0795966638734902,0.11133233977038254,0.005580536858552917,-0.016791746551849306,-0.2306683035476401,-0.06838470518456445,-0.08030744949249545,-0.0745839457104381,0.19194392448249947,-0.6470312782658316,-0.0020604540658974158,-1.3323044273559648,-1.6612704450059184,-0.0014928035923062635,0.0008584207077617383,0.0009584304591525056,0.0001772769740163143,-0.0003654597424861436,0.00074636171066098
3167,0.0,-0.6307359283700844,-1.0819740809000375,-0.4134216426826066,0.7911415152108595,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.5365848661736099,1.0795966638734902,0.11133233977038254,0.005580536858552917,-0.016791746551849306,-0.2306683035476401,-0.06838470518456445,-0.08030744949249545,-0.0745839457104381,0.19194392448249947,-0.6470312782658316,-0.0020604540658974158,-1.3323044273559648,-1.6612704450059184,-0.0014928035923062635,0.0008584207077617383,0.0009584304591525056,0.0001772769740163143,-0.0003654597424861436,0.00074636171066098
3168,0.0,-0.6307359283700844,-1.0819740809000375,-0.4134216426826066,-1.2639963657241198,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.5365848661736099,1.0795966638734902,0.11133233977038254,0.005580536858552917,-0.016791746551849306,-0.2306683035476401,-0.06838470518456445,-0.08030744949249545,-0.0745839457104381,0.19194392448249947,-0.6470312782658316,-0.0020604540658974158,-1.3323044273559648,-1.6612704450059184,-0.0014928035923062635,0.0008584207077617383,0.0009584304591525056,0.0001772769740163143,-0.0003654597424861436,0.00074636171066098
3169,0.0,-0.6307359283700844,-1.0819740809000375,-0.4134216426826066,0.7911415152108595,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.5365848661736099,1.0795966638734902,0.11133233977038254,0.005580536858552917,-0.016791746551849306,-0.2306683035476401,-0.06838470518456445,-0.08030744949249545,-0.0745839457104381,0.19194392448249947,-0.6470312782658316,-0.0020604540658974158,-1.3323044273559648,-1.6612704450059184,-0.0014928035923062635,0.0008584207077617383,0.0009584304591525056,0.0001772769740163143,-0.0003654597424861436,0.00074636171066098
3170,0.0,-0.6307359283700844,-1.0819740809000375,-0.4134216426826066,-1.2639963657241198,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.5365848661736099,1.0795966638734902,0.11133233977038254,0.005580536858552917,-0.016791746551849306,-0.2306683035476401,-0.06838470518456445,-0.08030744949249545,-0.0745839457104381,0.19194392448249947,-0.6470312782658316,-0.0020604540658974158,-1.3323044273559648,-1.6612704450059184,-0.0014928035923062635,0.0008584207077617383,0.0009584304591525056,0.0001772769740163143,-0.0003654597424861436,0.00074636171066098
3171,0.0,-0.6307359283700844,0.6545129226134492,-0.4134216426826066,-1.2639963657241198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.08742955859695045,-0.09145708990566691,-0.015532914790393471,-0.004549120869651494,0.048401507111658325,2.218588362957696,3.079022475520108,-1.367825739104393,-0.34216992676343205,-0.10560183615926082,-0.031009822044271138,-0.014580250991494462,-0.00448792591492029,0.004302927868963095,-0.0024096613672284803,0.0015560282022475684,0.0018430509843922905,0.0003405608207679937,-0.0006989522064619019,0.0013940516325783418
3172,0.0,-0.6307359283700844,0.6545129226134492,-0.4134216426826066,0.7911415152108595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.08742955859695045,-0.09145708990566691,-0.015532914790393471,-0.004549120869651494,0.048401507111658325,2.218588362957696,3.079022475520108,-1.367825739104393,-0.34216992676343205,-0.10560183615926082,-0.031009822044271138,-0.014580250991494462,-0.00448792591492029,0.004302927868963095,-0.0024096613672284803,0.0015560282022475684,0.0018430509843922905,0.0003405608207679937,-0.0006989522064619019,0.0013940516325783418
3173,0.0,-0.6307359283700844,0.6545129226134492,-0.4134216426826066,0.7911415152108595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.08742955859695045,-0.09145708990566691,-0.015532914790393471,-0.004549120869651494,0.048401507111658325,2.218588362957696,3.079022475520108,-1.367825739104393,-0.34216992676343205,-0.10560183615926082,-0.031009822044271138,-0.014580250991494462,-0.00448792591492029,0.004302927868963095,-0.0024096613672284803,0.0015560282022475684,0.0018430509843922905,0.0003405608207679937,-0.0006989522064619019,0.0013940516325783418
3174,0.0,-0.6307359283700844,-0.524987683546655,-0.4134216426826066,0.7911415152108595,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.5365848661736099,1.0795966638734902,0.11133233977038254,0.005580536858552917,-0.016791746551849306,-0.2306683035476401,-0.06838470518456445,-0.08030744949249545,-0.0745839457104381,0.19194392448249947,-0.6470312782658316,-0.0020604540658974158,-1.3323044273559648,-1.6612704450059184,-0.0014928035923062635,0.0008584207077617383,0.0009584304591525056,0.0001772769740163143,-0.0003654597424861436,0.00074636171066098
3175,0.0,-0.6307359283700844,1.9323052459535621,-0.4134216426826066,0.7911415152108595,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.24814868450890779,-0.7160911169201569,-0.2033631533538207,-2.3314182122258464,3.740082128023611,-0.34307977082343033,-0.0939044462811424,-0.10459308335541527,-0.10762823458206697,-0.04926564476661806,-0.018666318411272073,-0.06942653069518079,-0.0024807853494125858,0.0015302135207017264,-0.8242098754601467,0.04387219434167816,-0.008818925339338679,2.056440388326459,1.9615789549117892,-0.13498995644625864
3176,0.0,-0.6307359283700844,1.7684857173202144,-0.4134216426826066,0.7911415152108595,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.4863791727578266,-1.4261909738398078,-0.40615537613619235,-4.700924875018085,7.594694730475489,-0.7190247382642657,-0.1982364965042489,-0.22259103793365317,-0.23231922930626694,-0.11443008046780825,-0.05224152853455333,-0.16361718159131128,-0.008399708756157273,0.011221283853660245,-6.144000535150653,-3.096777607565568,0.0010486424147216986,-4.115024003315026,-3.1398344695270684,0.10234976590665895
3177,0.0,1.5854495598247413,0.1302904309867362,-0.4134216426826066,-1.2639963657241198,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.3719653289725367,0.7026051400347162,0.07155252114633093,0.0031676852879450814,-0.0077761439804095965,-0.08676035373011862,-0.022328079015217363,-0.020581977572086907,0.0032811269502436196,2.9183641202936657,0.6600188788906853,-0.02229865947729548,0.08508656145858129,0.013374050386851875,-0.0016937958763144456,0.0009497334942840678,0.0009662923700148821,0.00017287155987523277,-0.0003507759441202167,0.000695762347135295
3178,0.0,1.5854495598247413,0.1302904309867362,-0.4134216426826066,0.7911415152108595,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.3719653289725367,0.7026051400347162,0.07155252114633093,0.0031676852879450814,-0.0077761439804095965,-0.08676035373011862,-0.022328079015217363,-0.020581977572086907,0.0032811269502436196,2.9183641202936657,0.6600188788906853,-0.02229865947729548,0.08508656145858129,0.013374050386851875,-0.0016937958763144456,0.0009497334942840678,0.0009662923700148821,0.00017287155987523277,-0.0003507759441202167,0.000695762347135295
3179,0.0,1.5854495598247413,0.1302904309867362,-0.4134216426826066,-1.2639963657241198,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.3719653289725367,0.7026051400347162,0.07155252114633093,0.0031676852879450814,-0.0077761439804095965,-0.08676035373011862,-0.022328079015217363,-0.020581977572086907,0.0032811269502436196,2.9183641202936657,0.6600188788906853,-0.02229865947729548,0.08508656145858129,0.013374050386851875,-0.0016937958763144456,0.0009497334942840678,0.0009662923700148821,0.00017287155987523277,-0.0003507759441202167,0.000695762347135295
3180,0.0,1.5854495598247413,-0.2137305791432942,-0.4134216426826066,0.7911415152108595,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.6059787729429174,1.2337640763175963,0.12751536245155334,0.0065225679661395485,-0.020168326986318926,-0.2832152232269397,-0.08500417951879277,-0.1015548736926283,-0.10120641228916019,-0.664516440089265,-0.5325242740354622,-0.0028285492249993105,-0.09356269247504567,-0.008236450810793097,-0.001848542971179565,0.0012793918080131557,0.0016761081379882987,0.0003206476347596601,-0.0006703738100099703,0.0014032723525411888
3181,0.0,1.5854495598247413,-0.2137305791432942,-0.4134216426826066,0.7911415152108595,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.6059787729429174,1.2337640763175963,0.12751536245155334,0.0065225679661395485,-0.020168326986318926,-0.2832152232269397,-0.08500417951879277,-0.1015548736926283,-0.10120641228916019,-0.664516440089265,-0.5325242740354622,-0.0028285492249993105,-0.09356269247504567,-0.008236450810793097,-0.001848542971179565,0.0012793918080131557,0.0016761081379882987,0.0003206476347596601,-0.0006703738100099703,0.0014032723525411888
3182,0.0,1.5854495598247413,-0.2137305791432942,-0.4134216426826066,-1.2639963657241198,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.6059787729429174,1.2337640763175963,0.12751536245155334,0.0065225679661395485,-0.020168326986318926,-0.2832152232269397,-0.08500417951879277,-0.1015548736926283,-0.10120641228916019,-0.664516440089265,-0.5325242740354622,-0.0028285492249993105,-0.09356269247504567,-0.008236450810793097,-0.001848542971179565,0.0012793918080131557,0.0016761081379882987,0.0003206476347596601,-0.0006703738100099703,0.0014032723525411888
3183,0.0,-0.6307359283700844,0.06476261953339708,-0.4134216426826066,0.7911415152108595,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.2868614733735755,-0.8608118329910835,-0.24690578898493207,1.2093116279063312,0.34113428776604765,-0.3375620696202201,-0.10090238586774082,-0.12300377496013838,-0.4075106732005043,-0.045858905422514216,-0.02727364916022858,-0.7143306943638805,-0.0022587403622247497,0.001855958414213841,0.21900822133036238,-0.24640292791806762,-0.004706158650747803,-1.593329633914423,1.8545446778295867,-0.071592651551164
3184,0.0,1.5854495598247413,-2.556349838600168,-0.4134216426826066,-1.2639963657241198,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.2418118031866211,-0.2599641460215019,-0.04438251436693828,-0.013690082524270916,0.16402740434714486,11.375768263784648,-10.003244600437489,-2.413209348445818,-0.8936125777282551,-0.31847149221889876,-0.11302423432465841,-0.05444214926520079,-0.018609064524022754,0.025088144477017696,-0.022877101191638657,0.018432466538525916,0.7453133130972184,0.0046219346547221925,-0.0109342396035712,0.03342884275893785
3185,0.0,-0.6307359283700844,-1.6389604782534202,-0.4134216426826066,0.7911415152108595,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.2937161257936957,-0.882615408348533,-0.25322197297749927,1.2436936990351337,0.35192862786350276,-0.3481917265322871,-0.10415907869505521,-0.12710426029106942,-0.4235171754408426,-0.047737844770882464,-0.029253551994910965,-0.7743363036771744,-0.0024874105805153994,0.0024472323836547604,0.39098180926909437,-1.010419421713709,0.001939399934094562,-0.3509166577316657,0.5914422678316722,-0.06180365928570009
3186,0.0,-0.6307359283700844,1.5063744715068579,-0.4134216426826066,0.7911415152108595,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.5390215204392752,-1.624118754343715,-0.4657941348263384,-2.356127949892167,-2.258142584009025,-0.55089120286583,-0.1643443278293407,-0.19212537453419698,-0.0980388531467642,-0.11926345330118387,-0.05885026751213176,-0.4623136010880192,-0.008791140236363062,0.011920087010010481,0.7764555190937573,0.015206198716136403,0.012507931761495195,-0.48235277721900005,-0.44164964059057077,0.03177254476057472
3187,0.0,-0.6307359283700844,-0.0007651919199420439,-0.4134216426826066,0.7911415152108595,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.5483561703524924,-1.6544722029571188,-0.4746167652894912,-2.52613860256074,-2.5927972504352,-0.5557095483891085,-0.16615679409224923,-0.19419319184033976,-0.07339758744656615,-0.12432144199138603,-0.07313522556217417,-1.4623788722404145,-0.00853688598329271,0.012783901295493692,-1.994854060329806,0.16670173176049505,0.011893952246227706,1.5609184848956157,1.2681981504389601,-0.03839751675977454
3188,0.0,-0.6307359283700844,-0.0007651919199420439,-0.4134216426826066,-1.2639963657241198,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.5483561703524924,-1.6544722029571188,-0.4746167652894912,-2.52613860256074,-2.5927972504352,-0.5557095483891085,-0.16615679409224923,-0.19419319184033976,-0.07339758744656615,-0.12432144199138603,-0.07313522556217417,-1.4623788722404145,-0.00853688598329271,0.012783901295493692,-1.994854060329806,0.16670173176049505,0.011893952246227706,1.5609184848956157,1.2681981504389601,-0.03839751675977454
3189,0.0,-0.6307359283700844,-0.0007651919199420439,2.4188380499656694,0.7911415152108595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.22056499949863576,-0.23006277860675312,-0.039017096154986046,-0.011098693022102318,0.10476564152602308,3.4060939265533925,1.8468332415785373,11.505744651207255,-1.4686585584820302,-0.37975722101274795,-0.12434730090367173,-0.059721940767941795,-0.020265430127478352,0.027217931246450118,-0.0241970537849416,0.018316077148316127,0.024347802955656552,0.004576711795985939,-0.009432593319916764,0.01865064954859711
3190,0.0,-0.6307359283700844,-0.612358098817774,-0.4134216426826066,-1.2639963657241198,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.5891154908928976,1.1979886366747479,0.12379262474840147,0.006322297685365496,-0.019520903275820668,-0.27391239388584065,-0.08218600461989267,-0.09815546348379241,-0.09777443140701014,-0.6624189978633482,-0.5024437178476875,-0.002403099166996908,-0.06694072304949956,0.07557096083765914,-0.0006381094524941349,0.00013795530283707873,-0.0002591085940656222,-7.352162949269932e-05,0.00017868762848423763,-0.0005001427723279974
3191,0.0,-0.6307359283700844,-0.612358098817774,-0.4134216426826066,0.7911415152108595,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.5891154908928976,1.1979886366747479,0.12379262474840147,0.006322297685365496,-0.019520903275820668,-0.27391239388584065,-0.08218600461989267,-0.09815546348379241,-0.09777443140701014,-0.6624189978633482,-0.5024437178476875,-0.002403099166996908,-0.06694072304949956,0.07557096083765914,-0.0006381094524941349,0.00013795530283707873,-0.0002591085940656222,-7.352162949269932e-05,0.00017868762848423763,-0.0005001427723279974
3192,0.0,-0.6307359283700844,-0.612358098817774,-0.4134216426826066,0.7911415152108595,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.5891154908928976,1.1979886366747479,0.12379262474840147,0.006322297685365496,-0.019520903275820668,-0.27391239388584065,-0.08218600461989267,-0.09815546348379241,-0.09777443140701014,-0.6624189978633482,-0.5024437178476875,-0.002403099166996908,-0.06694072304949956,0.07557096083765914,-0.0006381094524941349,0.00013795530283707873,-0.0002591085940656222,-7.352162949269932e-05,0.00017868762848423763,-0.0005001427723279974
3193,0.0,-0.6307359283700844,-1.1802657980800464,-0.4134216426826066,0.7911415152108595,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.5365848661736099,1.0795966638734902,0.11133233977038254,0.005580536858552917,-0.016791746551849306,-0.2306683035476401,-0.06838470518456445,-0.08030744949249545,-0.0745839457104381,0.19194392448249947,-0.6470312782658316,-0.0020604540658974158,-1.3323044273559648,-1.6612704450059184,-0.0014928035923062635,0.0008584207077617383,0.0009584304591525056,0.0001772769740163143,-0.0003654597424861436,0.00074636171066098
3194,0.0,-0.6307359283700844,1.571902282960197,-0.4134216426826066,0.7911415152108595,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.28341839892362897,-0.8435958702919102,-0.24144401966154258,-1.2821693680957804,-1.3149772083958082,-0.26839317866512225,-0.0798732278696968,-0.09272897346135216,-0.03005830059631486,-0.05587607588905371,-0.0305744834748504,-0.7462080892550007,-0.0027975495011263356,0.0031928142826037256,-1.0551467323020685,0.10892684230393661,0.0013927252223484236,0.9316841510334889,0.7435527703919751,-0.02630257875392755
3195,0.0,1.5854495598247413,-0.26287643773329855,-0.4134216426826066,-1.2639963657241198,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.29111003801398394,-0.8708447697825151,-0.24961083632936767,1.1147010836306523,0.27520838500980427,-0.32719927401054744,-0.09670193015370586,-0.11534274828955661,-0.2696459923016786,-0.05052776234448743,-0.018994581462071017,0.16454668998111452,-0.003395894822916013,0.0035662154778655832,-0.5939202163884546,1.8701648875390977,-0.0034911960318941265,-1.0611671922432337,0.7983416084751145,0.030514053151349547
3196,0.0,1.5854495598247413,-0.26287643773329855,-0.4134216426826066,-1.2639963657241198,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.29111003801398394,-0.8708447697825151,-0.24961083632936767,1.1147010836306523,0.27520838500980427,-0.32719927401054744,-0.09670193015370586,-0.11534274828955661,-0.2696459923016786,-0.05052776234448743,-0.018994581462071017,0.16454668998111452,-0.003395894822916013,0.0035662154778655832,-0.5939202163884546,1.8701648875390977,-0.0034911960318941265,-1.0611671922432337,0.7983416084751145,0.030514053151349547
3197,0.0,-0.6307359283700844,-0.5577515892733246,-0.4134216426826066,-1.2639963657241198,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.13120374070929658,-0.2898690566583296,-0.07707936636257853,0.3999173214655524,0.17449060751756992,0.29530848921765906,0.12484624697148992,0.2304258917627589,4.109461377030278,-0.14143322269196543,-0.0357461473173033,-0.06758613336602223,-0.005078781710614867,0.005411425927447053,0.2238499209861763,-0.8969523344010474,0.008280374107312168,0.07335022524422191,0.281866744359806,0.3506138765693259
3198,0.0,-0.6307359283700844,-0.5577515892733246,-0.4134216426826066,0.7911415152108595,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.13120374070929658,-0.2898690566583296,-0.07707936636257853,0.3999173214655524,0.17449060751756992,0.29530848921765906,0.12484624697148992,0.2304258917627589,4.109461377030278,-0.14143322269196543,-0.0357461473173033,-0.06758613336602223,-0.005078781710614867,0.005411425927447053,0.2238499209861763,-0.8969523344010474,0.008280374107312168,0.07335022524422191,0.281866744359806,0.3506138765693259
3199,0.0,-0.6307359283700844,2.3582360204002666,-0.4134216426826066,-1.2639963657241198,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.29111003801398394,-0.8708447697825151,-0.24961083632936767,1.1147010836306523,0.27520838500980427,-0.32719927401054744,-0.09670193015370586,-0.11534274828955661,-0.2696459923016786,-0.05052776234448743,-0.018994581462071017,0.16454668998111452,-0.003395894822916013,0.0035662154778655832,-0.5939202163884546,1.8701648875390977,-0.0034911960318941265,-1.0611671922432337,0.7983416084751145,0.030514053151349547
3200,0.0,-0.6307359283700844,2.161652586040249,-0.4134216426826066,-1.2639963657241198,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.1696160938118424,-0.4414420335150023,-0.12270304696365326,0.5894175071945943,0.19484618040403384,0.08482753751406712,0.048070535155337976,0.10709215542919011,2.4196843316184906,-0.09876643648056048,-0.024252732099620627,0.07079007043629669,-0.0035413435967981037,0.002874874190865037,-1.246009777323517,5.510537620883226,-0.011873604091656205,-0.54518276377792,-2.2207512579920063,0.11273527079191725
3201,0.0,1.5854495598247413,-0.9836823637200289,-0.4134216426826066,0.7911415152108595,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.36994202695762624,0.7007989724153079,0.07141472918384134,0.0031857353469651396,-0.007952927822904268,-0.09074873800032224,-0.02378918162372038,-0.022778490470561047,-0.0008168910609225429,2.607966352628415,0.3631549881381982,-0.014423154202109604,4.755648521600628,-2.665737979299858,-0.003387770147359841,0.002187223884249955,0.002599329514258718,0.0004772394737360668,-0.0009735249599432878,0.0018880576338968769
3202,0.0,1.5854495598247413,-0.2956403434599681,-0.4134216426826066,-1.2639963657241198,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.1522008056441388,2.37521135623709,0.24600526310255288,0.012788702853315468,-0.04016554925728618,-0.5691718048291188,-0.1715307303223146,-0.20590665921193158,-0.20766261669017955,-1.2555683534620707,-1.5877638887148706,-0.004314654025842913,0.9093131471766593,2.696683747548333,-0.008761359248480644,0.006736404431700019,0.009273925280491724,0.0017805735945823963,-0.0037228519710857176,0.007755072131535063
3203,0.0,1.5854495598247413,-0.2956403434599681,-0.4134216426826066,0.7911415152108595,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.1522008056441388,2.37521135623709,0.24600526310255288,0.012788702853315468,-0.04016554925728618,-0.5691718048291188,-0.1715307303223146,-0.20590665921193158,-0.20766261669017955,-1.2555683534620707,-1.5877638887148706,-0.004314654025842913,0.9093131471766593,2.696683747548333,-0.008761359248480644,0.006736404431700019,0.009273925280491724,0.0017805735945823963,-0.0037228519710857176,0.007755072131535063
3204,0.0,1.5854495598247413,-0.2956403434599681,-0.4134216426826066,0.7911415152108595,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.1522008056441388,2.37521135623709,0.24600526310255288,0.012788702853315468,-0.04016554925728618,-0.5691718048291188,-0.1715307303223146,-0.20590665921193158,-0.20766261669017955,-1.2555683534620707,-1.5877638887148706,-0.004314654025842913,0.9093131471766593,2.696683747548333,-0.008761359248480644,0.006736404431700019,0.009273925280491724,0.0017805735945823963,-0.0037228519710857176,0.007755072131535063
