CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
1864,100020135202100003,202100003,2021-01-25,1189,135,1,1,2,11,9,6,2021-01-24 18:38:09,2021-01-24 18:46:09,2021-01-25 19:22:03,15.318517,76.88033,Information was received regarding dacoity in the evening in the limits of Ballari Rural Police Station. The case has been taken up for detailed inquiry.
1865,100150149202500002,202500002,2025-04-14,1297,149,1,3,9,48,8,58,2025-04-13 20:53:03,2025-04-13 21:22:03,2025-04-14 18:06:10,13.015256,75.882761,The complainant reported an act of cyberbullying occurring in the evening in the area covered by Hassan Women Police Station. Investigation is in progress to identify those responsible.
1866,100110100202200006,202200006,2022-10-11,928,100,1,3,9,47,6,42,2022-10-10 20:08:22,2022-10-10 20:36:22,2022-10-11 08:39:03,12.849218,74.87616,Information was received regarding otp / upi fraud during the day in the limits of Dakshina Kannada Women Police Station. The case has been taken up for detailed inquiry.
1867,100220090202400005,202400005,2024-03-27,842,90,1,2,6,30,6,82,2024-03-25 12:15:46,2024-03-25 12:59:46,2024-03-27 08:18:03,12.329688,76.860555,"A case of rioting came to notice during the day, and the matter was registered at Nazarbad Police Station for further investigation as per procedure."
1868,100220093202500008,202500008,2025-10-15,864,93,1,3,4,24,3,82,2025-10-15 07:32:40,2025-10-15 08:09:40,2025-10-15 12:38:21,12.435599,76.694651,"On the date of occurrence, during the day, an incident of child labour violation was reported within the jurisdiction of Mysuru CEN Crime Police Station. Preliminary inquiry has been initiated."
1869,100210151202200002,202200002,2022-03-26,1312,151,1,4,11,58,3,80,2022-03-24 22:42:20,2022-03-24 22:59:20,2022-03-26 08:02:23,12.655247,76.767237,"On the date of occurrence, during the day, an incident of traffic signal violation was reported within the jurisdiction of Mandya Rural Police Station. Preliminary inquiry has been initiated."
1870,500110101202400001,202400001,2024-06-06,932,101,5,1,2,11,8,41,2024-06-05 09:30:47,2024-06-05 09:56:47,2024-06-06 13:17:37,12.796467,74.968801,"A case of dacoity came to notice during the day, and the matter was registered at Dakshina Kannada CEN Crime Police Station for further investigation as per procedure."
1871,100220093202500009,202500009,2025-11-16,863,93,1,2,12,59,4,84,2025-11-15 07:51:25,2025-11-15 08:35:25,2025-11-16 08:14:35,12.409735,76.677453,"A case of karnataka excise act violation came to notice during the day, and the matter was registered at Mysuru CEN Crime Police Station for further investigation as per procedure."
1872,100050076202600004,202600004,2026-01-17,719,76,1,2,3,16,8,23,2026-01-16 21:26:27,2026-01-16 21:46:27,2026-01-17 11:36:18,12.935849,77.682396,"On the date of occurrence, during the day, an incident of outraging modesty of woman was reported within the jurisdiction of Whitefield Police Station. Preliminary inquiry has been initiated."
1873,100290155202500003,202500003,2025-05-11,1350,155,1,2,3,18,8,110,2025-05-10 11:17:00,2025-05-10 11:47:00,2025-05-11 11:17:58,16.844041,75.739117,"On the date of occurrence, during the day, an incident of cruelty by husband/relatives was reported within the jurisdiction of Vijayapura Rural Police Station. Preliminary inquiry has been initiated."
1874,100170113202500001,202500001,2025-04-28,1030,113,1,3,6,31,6,65,2025-04-26 15:53:23,2025-04-26 16:03:23,2025-04-28 06:26:10,17.459839,76.989484,Information was received regarding unlawful assembly during the day in the limits of Chittapur Police Station. The case has been taken up for detailed inquiry.
1875,300050085202400002,202400002,2024-11-10,798,85,3,2,2,10,8,19,2024-11-08 10:12:51,2024-11-08 10:21:51,2024-11-10 02:09:13,13.095684,77.586049,"A case of robbery came to notice late at night, and the matter was registered at Bengaluru City CEN Crime Police Station for further investigation as per procedure."
1876,100260132202100004,202100004,2021-08-20,1173,132,1,1,1,6,7,99,2021-08-19 18:01:18,2021-08-19 18:01:18,2021-08-20 14:56:55,13.523873,77.287115,Information was received regarding kidnapping & abduction during the day in the limits of Tumakuru Women Police Station. The case has been taken up for detailed inquiry.
1877,100050085202500007,202500007,2025-11-30,798,85,1,2,3,16,8,23,2025-11-29 06:02:10,2025-11-29 06:44:10,2025-11-30 09:38:29,13.103659,77.559441,"On the date of occurrence, during the day, an incident of outraging modesty of woman was reported within the jurisdiction of Bengaluru City CEN Crime Police Station. Preliminary inquiry has been initiated."
1878,100050077202200004,202200004,2022-11-12,732,77,1,3,6,31,8,21,2022-11-10 13:51:56,2022-11-10 14:25:56,2022-11-12 08:18:31,12.990257,77.767138,Information was received regarding unlawful assembly during the day in the limits of Yeshwanthpur Police Station. The case has been taken up for detailed inquiry.
1879,500260129202100001,202100001,2021-10-11,1148,129,5,3,11,57,8,98,2021-10-10 07:50:21,2021-10-10 08:16:21,2021-10-11 21:44:05,13.440994,76.922736,The complainant reported an act of non-fatal motor vehicle accident occurring in the evening in the area covered by Tiptur Police Station. Investigation is in progress to identify those responsible.
1880,200260130202300001,202300001,2023-08-28,1163,130,2,4,6,33,2,97,2023-08-28 04:19:14,2023-08-28 04:44:14,2023-08-28 16:31:23,13.317681,77.332152,The complainant reported an act of public nuisance occurring in the evening in the area covered by Madhugiri Police Station. Investigation is in progress to identify those responsible.
1881,100110097202500016,202500016,2025-11-24,903,97,1,2,1,7,2,40,2025-11-23 04:57:59,2025-11-23 05:01:59,2025-11-24 02:26:27,13.050008,74.66517,"On the date of occurrence, late at night, an incident of criminal assault was reported within the jurisdiction of Mangaluru West Police Station. Preliminary inquiry has been initiated."
1882,100050077202500007,202500007,2025-02-11,730,77,1,3,11,53,10,19,2025-02-09 21:03:54,2025-02-09 21:03:54,2025-02-11 15:48:09,12.975157,77.797082,"A case of rash & negligent driving came to notice in the evening, and the matter was registered at Yeshwanthpur Police Station for further investigation as per procedure."
1883,100030106202200006,202200006,2022-01-27,975,106,1,1,2,11,2,10,2022-01-26 08:03:01,2022-01-26 19:25:51,2022-01-27 18:48:21,15.686665,74.636738,"On the date of occurrence, in the evening, an incident of dacoity was reported within the jurisdiction of Khanapur Police Station. Preliminary inquiry has been initiated."
1884,100260126202100004,202100004,2021-04-10,1119,126,1,3,11,53,7,97,2021-04-08 18:37:31,2021-04-08 18:59:31,2021-04-10 14:46:56,13.432787,76.994229,"On the date of occurrence, during the day, an incident of rash & negligent driving was reported within the jurisdiction of Tumakuru City Police Station. Preliminary inquiry has been initiated."
1885,100220086202300004,202300004,2023-01-19,805,86,1,3,2,14,3,84,2023-01-18 15:26:17,2023-01-19 14:39:54,2023-01-19 19:10:20,12.254654,76.537533,"On the date of occurrence, in the evening, an incident of mischief / criminal damage was reported within the jurisdiction of Devaraja Police Station. Preliminary inquiry has been initiated."
1886,100050084202300007,202300007,2023-06-08,790,84,1,2,11,56,3,20,2023-06-07 07:57:30,2023-06-07 08:42:30,2023-06-08 08:24:55,13.157812,77.606728,Information was received regarding fatal motor vehicle accident during the day in the limits of Bengaluru City Women Police Station. The case has been taken up for detailed inquiry.
1887,200220091202500003,202500003,2025-10-14,853,91,2,3,2,8,1,84,2025-10-14 02:34:14,2025-10-15 19:42:52,2025-10-14 05:19:19,12.245361,76.524194,"A case of theft came to notice in the early morning, and the matter was registered at Mysuru Traffic Police Station for further investigation as per procedure."
1888,800020136202200001,202200001,2022-10-02,1203,136,8,3,4,25,8,4,2022-10-02 05:29:23,2022-10-02 05:30:23,2022-10-02 05:53:46,15.206079,76.955603,"A case of missing child came to notice during the day, and the matter was registered at Sandur Police Station for further investigation as per procedure."
1889,100050074202500004,202500004,2025-09-22,697,74,1,3,11,55,2,19,2025-09-20 19:28:10,2025-09-20 19:29:10,2025-09-22 06:25:33,12.827846,77.483825,"On the date of occurrence, during the day, an incident of hit and run was reported within the jurisdiction of Koramangala Police Station. Preliminary inquiry has been initiated."
1890,100030105202400005,202400005,2024-01-03,966,105,1,2,1,3,2,11,2024-01-01 09:35:18,2024-01-01 10:15:18,2024-01-03 03:53:38,15.942356,74.690315,The complainant reported an act of culpable homicide not amounting to murder occurring in the early morning in the area covered by Tilakwadi Police Station. Investigation is in progress to identify those responsible.
1891,100110096202600007,202600007,2026-01-23,888,96,1,2,2,12,3,41,2026-01-23 11:13:39,2026-01-23 11:47:39,2026-01-23 15:19:06,12.684058,74.836263,The complainant reported an act of criminal breach of trust occurring in the evening in the area covered by Mangaluru East Police Station. Investigation is in progress to identify those responsible.
1892,100110097202100017,202100017,2021-09-06,900,97,1,4,12,63,3,41,2021-09-06 12:22:39,2021-09-06 12:36:39,2021-09-06 13:24:51,13.018001,74.670747,The complainant reported an act of anti-ragging violation occurring during the day in the area covered by Mangaluru West Police Station. Investigation is in progress to identify those responsible.
1893,600260130202200001,202200001,2022-04-12,1158,130,6,1,3,15,10,101,2022-04-11 13:13:06,2022-04-11 13:54:06,2022-04-12 10:34:22,13.313162,77.323687,The complainant reported an act of rape occurring during the day in the area covered by Madhugiri Police Station. Investigation is in progress to identify those responsible.
1894,100130123202400007,202400007,2024-08-25,1106,123,1,3,2,8,4,51,2024-08-24 19:42:43,2024-08-24 19:56:43,2024-08-25 21:23:54,15.450244,74.907156,The complainant reported an act of theft occurring late at night in the area covered by Dharwad Traffic Police Station. Investigation is in progress to identify those responsible.
1895,100030104202500006,202500006,2025-08-02,960,104,1,3,1,5,3,10,2025-08-01 08:51:07,2025-08-01 09:02:07,2025-08-02 20:47:36,15.964433,74.41561,The complainant reported an act of simple hurt occurring late at night in the area covered by Shahapur Police Station. Investigation is in progress to identify those responsible.
1896,100050074202100002,202100002,2021-11-14,697,74,1,1,2,11,6,20,2021-11-12 18:47:30,2021-11-12 19:20:30,2021-11-14 15:19:36,12.852048,77.480715,Information was received regarding dacoity in the evening in the limits of Koramangala Police Station. The case has been taken up for detailed inquiry.
1897,100190190202300001,202300001,2023-12-18,1609,190,1,2,4,23,1,74,2023-12-18 12:49:31,2023-12-18 13:12:31,2023-12-18 17:45:21,13.039824,78.070097,Information was received regarding child trafficking in the evening in the limits of Kolar Town Police Station. The case has been taken up for detailed inquiry.
1898,800260128202500001,202500001,2025-09-02,1143,128,8,1,3,17,6,101,2025-09-01 08:06:01,2025-09-01 08:14:01,2025-09-02 00:52:29,13.223595,77.010973,Information was received regarding dowry death late at night in the limits of Sira Police Station. The case has been taken up for detailed inquiry.
1899,100220089202300002,202300002,2023-03-24,838,89,1,3,9,43,6,83,2023-03-23 18:51:32,2023-03-23 19:24:32,2023-03-24 02:28:53,12.280722,76.823235,"On the date of occurrence, late at night, an incident of online financial fraud was reported within the jurisdiction of Krishnaraja Police Station. Preliminary inquiry has been initiated."
1900,600110097202600001,202600001,2026-04-22,903,97,6,2,4,22,2,40,2026-04-20 21:34:16,2026-04-20 22:08:16,2026-04-22 13:59:00,13.054306,74.676692,"On the date of occurrence, during the day, an incident of pocso offences was reported within the jurisdiction of Mangaluru West Police Station. Preliminary inquiry has been initiated."
1901,100050081202100002,202100002,2021-01-22,777,81,1,4,6,33,6,21,2021-01-20 22:29:22,2021-01-20 22:31:22,2021-01-22 07:42:57,12.92079,77.685148,Information was received regarding public nuisance during the day in the limits of Electronic City Police Station. The case has been taken up for detailed inquiry.
1902,100030109202100001,202100001,2021-08-05,995,109,1,3,11,54,7,11,2021-07-28 20:14:04,2021-07-28 20:23:04,2021-08-05 01:38:07,15.685621,74.3343,The complainant reported an act of drunken driving occurring late at night in the area covered by Belagavi CEN Crime Police Station. Investigation is in progress to identify those responsible.
1903,100220092202500009,202500009,2025-11-04,856,92,1,3,11,57,7,82,2025-11-03 03:14:17,2025-11-03 03:55:17,2025-11-04 06:05:15,12.50524,76.494272,The complainant reported an act of non-fatal motor vehicle accident occurring during the day in the area covered by Mysuru Women Police Station. Investigation is in progress to identify those responsible.
1904,100030109202200003,202200003,2022-07-06,995,109,1,4,12,60,8,11,2022-07-05 05:17:38,2022-07-05 05:52:38,2022-07-06 07:32:10,15.673864,74.337597,"A case of gambling act violation came to notice during the day, and the matter was registered at Belagavi CEN Crime Police Station for further investigation as per procedure."
1905,100220089202500004,202500004,2025-02-28,838,89,1,3,3,21,8,82,2025-02-28 02:21:48,2025-02-28 02:42:48,2025-02-28 20:02:39,12.284808,76.815525,"On the date of occurrence, late at night, an incident of stalking was reported within the jurisdiction of Krishnaraja Police Station. Preliminary inquiry has been initiated."
1906,600110101202200001,202200001,2022-12-05,930,101,6,3,4,24,7,40,2022-12-04 10:53:47,2022-12-04 11:13:47,2022-12-05 09:17:23,12.765953,74.993113,"On the date of occurrence, during the day, an incident of child labour violation was reported within the jurisdiction of Dakshina Kannada CEN Crime Police Station. Preliminary inquiry has been initiated."
1907,700110097202400002,202400002,2024-09-27,900,97,7,2,11,54,3,41,2024-09-25 19:58:24,2024-09-25 20:10:24,2024-09-27 00:36:43,13.031828,74.677788,Information was received regarding drunken driving late at night in the limits of Mangaluru West Police Station. The case has been taken up for detailed inquiry.
1908,100130119202100003,202100003,2021-11-29,1068,119,1,4,6,33,10,51,2021-11-28 01:25:59,2021-11-28 02:09:59,2021-11-29 03:14:15,15.405001,74.980786,The complainant reported an act of public nuisance occurring late at night in the area covered by Hubballi New City Police Station. Investigation is in progress to identify those responsible.
1909,100110095202400010,202400010,2024-06-21,878,95,1,3,8,41,7,40,2024-06-21 03:13:59,2024-06-22 10:07:21,2024-06-21 09:33:16,12.992514,74.654571,"A case of money laundering came to notice during the day, and the matter was registered at Mangaluru South Police Station for further investigation as per procedure."
1910,100220093202400004,202400004,2024-08-09,863,93,1,2,8,42,2,84,2024-08-08 14:59:06,2024-08-10 08:24:02,2024-08-09 08:22:56,12.402655,76.683913,The complainant reported an act of chit fund fraud occurring during the day in the area covered by Mysuru CEN Crime Police Station. Investigation is in progress to identify those responsible.
1911,800030105202200001,202200001,2022-10-11,966,105,8,2,11,57,6,12,2022-10-11 19:33:00,2022-10-11 19:46:00,2022-10-11 20:05:21,15.920949,74.683473,Information was received regarding non-fatal motor vehicle accident in the evening in the limits of Tilakwadi Police Station. The case has been taken up for detailed inquiry.
1912,100130125202100002,202100002,2021-06-24,1113,125,1,2,11,53,2,50,2021-06-23 16:36:37,2021-06-23 16:55:37,2021-06-24 12:52:01,15.372242,75.158861,The complainant reported an act of rash & negligent driving occurring during the day in the area covered by Dharwad CEN Crime Police Station. Investigation is in progress to identify those responsible.
1913,200130123202200002,202200002,2022-01-15,1106,123,2,3,11,55,2,50,2022-01-14 01:15:37,2022-01-14 01:39:37,2022-01-15 15:44:59,15.433428,74.931262,Information was received regarding hit and run in the evening in the limits of Dharwad Traffic Police Station. The case has been taken up for detailed inquiry.
1914,300110099202500001,202500001,2025-01-22,919,99,3,2,2,10,3,41,2025-01-21 07:58:28,2025-01-21 08:24:28,2025-01-22 13:56:40,12.833013,74.643107,Information was received regarding robbery during the day in the limits of Dakshina Kannada Traffic Police Station. The case has been taken up for detailed inquiry.
1915,100030108202600001,202600001,2026-02-28,986,108,1,3,2,8,2,10,2026-02-28 13:14:02,2026-03-01 12:27:20,2026-02-28 18:23:49,15.897608,74.46064,Information was received regarding theft in the evening in the limits of Belagavi Women Police Station. The case has been taken up for detailed inquiry.
1916,100030103202500002,202500002,2025-08-13,944,103,1,2,3,18,2,12,2025-08-12 00:18:01,2025-08-12 01:03:01,2025-08-12 23:36:09,15.746813,74.46722,The complainant reported an act of cruelty by husband/relatives occurring late at night in the area covered by Belagavi Market Police Station. Investigation is in progress to identify those responsible.
1917,100050082202500002,202500002,2025-08-04,779,82,1,2,3,18,6,20,2025-08-04 11:52:05,2025-08-04 12:13:05,2025-08-04 19:41:21,12.823573,77.677752,The complainant reported an act of cruelty by husband/relatives occurring in the evening in the area covered by HSR Layout Police Station. Investigation is in progress to identify those responsible.
1918,100050073202600004,202600004,2026-04-23,685,73,1,2,11,53,1,21,2026-04-23 09:49:26,2026-04-23 10:12:26,2026-04-23 13:50:44,12.930005,77.455195,The complainant reported an act of rash & negligent driving occurring during the day in the area covered by Indiranagar Police Station. Investigation is in progress to identify those responsible.
1919,300050078202200001,202200001,2022-02-02,744,78,3,2,2,12,6,20,2022-01-31 10:42:02,2022-01-31 10:48:02,2022-02-01 23:42:04,12.969686,77.559303,Information was received regarding criminal breach of trust late at night in the limits of Rajajinagar Police Station. The case has been taken up for detailed inquiry.
1920,100160187202200001,202200001,2022-06-02,1584,187,1,4,11,58,6,63,2022-06-02 00:37:02,2022-06-02 01:13:02,2022-06-02 07:59:38,14.77184,75.492109,The complainant reported an act of traffic signal violation occurring during the day in the area covered by Haveri Rural Police Station. Investigation is in progress to identify those responsible.
1921,100220092202300006,202300006,2023-06-11,858,92,1,3,2,13,2,84,2023-06-10 03:39:19,2023-06-11 06:54:02,2023-06-11 11:02:36,12.48634,76.492028,"A case of cheating (property) came to notice during the day, and the matter was registered at Mysuru Women Police Station for further investigation as per procedure."
1922,100260133202400002,202400002,2024-09-18,1179,133,1,3,11,55,3,98,2024-09-18 02:01:21,2024-09-18 02:25:21,2024-09-18 10:25:17,13.474684,77.139393,The complainant reported an act of hit and run occurring during the day in the area covered by Tumakuru CEN Crime Police Station. Investigation is in progress to identify those responsible.
1923,100180188202200001,202200001,2022-06-06,1594,188,1,1,3,15,7,71,2022-06-06 00:06:34,2022-06-06 00:48:34,2022-06-06 16:23:42,12.394971,75.877646,"A case of rape came to notice in the evening, and the matter was registered at Madikeri Police Station for further investigation as per procedure."
1924,100110098202300003,202300003,2023-03-18,911,98,1,1,2,11,10,42,2023-03-18 11:55:02,2023-03-19 02:46:27,2023-03-18 17:43:19,12.89248,74.67274,The complainant reported an act of dacoity occurring in the evening in the area covered by Bantwal Rural Police Station. Investigation is in progress to identify those responsible.
1925,100060160202500002,202500002,2025-01-14,1382,160,1,1,3,17,3,25,2025-01-13 10:10:08,2025-01-13 10:51:08,2025-01-14 20:10:09,18.134252,77.484056,The complainant reported an act of dowry death occurring late at night in the area covered by Humnabad Police Station. Investigation is in progress to identify those responsible.
1926,100130120202600005,202600005,2026-04-11,1079,120,1,3,2,8,4,50,2026-04-11 00:52:52,2026-04-11 01:04:52,2026-04-11 19:07:31,15.39963,74.843217,"A case of theft came to notice in the evening, and the matter was registered at Dharwad Rural Police Station for further investigation as per procedure."
1927,100220088202400002,202400002,2024-04-20,820,88,1,3,11,57,9,83,2024-04-17 04:25:34,2024-04-17 05:02:34,2024-04-20 14:07:31,12.508094,76.662919,"On the date of occurrence, during the day, an incident of non-fatal motor vehicle accident was reported within the jurisdiction of Jayalakshmipuram Police Station. Preliminary inquiry has been initiated."
1928,200110099202400001,202400001,2024-10-12,919,99,2,2,10,51,8,42,2024-10-10 20:13:41,2024-10-11 04:15:09,2024-10-12 02:50:59,12.836989,74.628058,"A case of cultivation of narcotic plants came to notice in the early morning, and the matter was registered at Dakshina Kannada Traffic Police Station for further investigation as per procedure."
1929,200050078202100001,202100001,2021-10-24,741,78,2,4,6,33,2,19,2021-10-23 02:03:32,2021-10-23 02:09:32,2021-10-24 15:30:26,12.987134,77.54951,"On the date of occurrence, during the day, an incident of public nuisance was reported within the jurisdiction of Rajajinagar Police Station. Preliminary inquiry has been initiated."
1930,800150149202600001,202600001,2026-06-20,1298,149,8,3,11,57,2,59,2026-06-19 23:52:08,2026-06-20 00:04:08,2026-06-20 14:44:27,13.032928,75.884316,"On the date of occurrence, in the evening, an incident of non-fatal motor vehicle accident was reported within the jurisdiction of Hassan Women Police Station. Preliminary inquiry has been initiated."
1931,100220089202200006,202200006,2022-04-19,840,89,1,2,11,53,8,83,2022-04-19 05:48:56,2022-04-19 06:27:56,2022-04-19 10:13:11,12.272979,76.81099,The complainant reported an act of rash & negligent driving occurring during the day in the area covered by Krishnaraja Police Station. Investigation is in progress to identify those responsible.
1932,100260133202600002,202600002,2026-03-29,1177,133,1,2,1,7,2,99,2026-03-28 22:26:18,2026-03-28 23:02:18,2026-03-29 11:07:36,13.460421,77.140502,Information was received regarding criminal assault during the day in the limits of Tumakuru CEN Crime Police Station. The case has been taken up for detailed inquiry.
1933,100220089202500005,202500005,2025-09-05,832,89,1,2,9,44,2,84,2025-09-04 05:12:00,2025-09-04 05:42:00,2025-09-05 09:09:20,12.256076,76.807683,The complainant reported an act of cyberstalking occurring during the day in the area covered by Krishnaraja Police Station. Investigation is in progress to identify those responsible.
1934,100110097202300017,202300017,2023-07-12,900,97,1,1,1,1,4,40,2023-07-11 02:50:13,2023-07-11 03:17:13,2023-07-12 09:44:21,13.059972,74.657744,The complainant reported an act of murder occurring during the day in the area covered by Mangaluru West Police Station. Investigation is in progress to identify those responsible.
1935,500030109202400001,202400001,2024-09-09,992,109,5,3,8,41,8,11,2024-09-07 18:00:09,2024-09-07 18:36:09,2024-09-09 12:24:24,15.686587,74.337903,Information was received regarding money laundering during the day in the limits of Belagavi CEN Crime Police Station. The case has been taken up for detailed inquiry.
1936,100020134202400002,202400002,2024-11-10,1185,134,1,3,5,28,6,5,2024-11-10 21:02:50,2024-11-10 21:02:50,2024-11-10 23:23:25,15.326588,76.807887,"A case of property fraud on senior citizen came to notice late at night, and the matter was registered at Ballari Town Police Station for further investigation as per procedure."
1937,100260126202200002,202200002,2022-11-26,1124,126,1,3,3,20,8,101,2022-11-26 02:43:53,2022-11-26 02:53:53,2022-11-26 19:15:21,13.456085,76.980081,The complainant reported an act of domestic violence occurring in the evening in the area covered by Tumakuru City Police Station. Investigation is in progress to identify those responsible.
1938,400130118202200001,202200001,2022-09-29,1060,118,4,3,2,13,6,51,2022-09-29 17:34:12,2022-09-29 17:45:12,2022-09-29 18:27:05,15.417181,75.14176,"On the date of occurrence, in the evening, an incident of cheating (property) was reported within the jurisdiction of Hubballi Old City Police Station. Preliminary inquiry has been initiated."
1939,600030104202300001,202300001,2023-04-18,959,104,6,3,8,42,6,10,2023-04-18 08:50:57,2023-04-21 07:56:33,2023-04-18 09:06:36,15.968144,74.415441,"On the date of occurrence, during the day, an incident of chit fund fraud was reported within the jurisdiction of Shahapur Police Station. Preliminary inquiry has been initiated."
1940,300050085202400003,202400003,2024-09-07,798,85,3,2,1,3,8,21,2024-09-06 05:24:03,2024-09-06 05:33:03,2024-09-07 01:13:21,13.091575,77.580141,"On the date of occurrence, late at night, an incident of culpable homicide not amounting to murder was reported within the jurisdiction of Bengaluru City CEN Crime Police Station. Preliminary inquiry has been initiated."
1941,100260132202400003,202400003,2024-10-10,1173,132,1,3,10,52,2,98,2024-10-10 00:12:51,2024-10-10 00:49:51,2024-10-10 16:44:50,13.523767,77.267098,The complainant reported an act of drug peddling near educational institution occurring in the evening in the area covered by Tumakuru Women Police Station. Investigation is in progress to identify those responsible.
1942,100110097202100018,202100018,2021-01-10,900,97,1,3,1,7,10,42,2021-01-09 23:59:11,2021-01-10 00:02:11,2021-01-10 15:29:20,13.051378,74.662347,"On the date of occurrence, in the evening, an incident of criminal assault was reported within the jurisdiction of Mangaluru West Police Station. Preliminary inquiry has been initiated."
1943,100220088202600003,202600003,2026-03-03,820,88,1,3,4,24,4,83,2026-03-02 07:43:45,2026-03-02 08:03:45,2026-03-03 02:08:33,12.500677,76.654606,"A case of child labour violation came to notice late at night, and the matter was registered at Jayalakshmipuram Police Station for further investigation as per procedure."
1944,100110096202600008,202600008,2026-01-18,888,96,1,2,4,22,1,45,2026-01-17 12:40:29,2026-01-17 13:15:29,2026-01-18 11:48:16,12.706907,74.842096,Information was received regarding pocso offences during the day in the limits of Mangaluru East Police Station. The case has been taken up for detailed inquiry.
1945,100260128202300004,202300004,2023-07-27,1135,128,1,3,2,8,10,99,2023-07-25 16:32:47,2023-07-25 16:52:47,2023-07-27 00:33:53,13.229914,77.013426,The complainant reported an act of theft occurring late at night in the area covered by Sira Police Station. Investigation is in progress to identify those responsible.
1946,200130119202300001,202300001,2023-08-13,1066,119,2,2,4,23,1,49,2023-08-13 01:04:29,2023-08-13 01:32:29,2023-08-13 08:15:57,15.446255,74.970715,"A case of child trafficking came to notice during the day, and the matter was registered at Hubballi New City Police Station for further investigation as per procedure."
1947,100170114202200001,202200001,2022-09-16,1041,114,1,2,1,7,1,64,2022-09-15 09:27:37,2022-09-15 09:53:37,2022-09-15 23:10:22,17.185279,76.989652,"On the date of occurrence, late at night, an incident of criminal assault was reported within the jurisdiction of Jewargi Police Station. Preliminary inquiry has been initiated."
1948,100260126202200003,202200003,2022-03-02,1119,126,1,2,2,14,6,97,2022-03-01 20:05:49,2022-03-02 18:19:11,2022-03-02 08:51:08,13.430885,76.989204,Information was received regarding mischief / criminal damage during the day in the limits of Tumakuru City Police Station. The case has been taken up for detailed inquiry.
1949,100130119202500010,202500010,2025-01-01,1066,119,1,3,9,47,2,50,2024-12-31 07:13:41,2024-12-31 07:41:41,2025-01-01 15:28:55,15.396519,74.967081,"On the date of occurrence, in the evening, an incident of otp / upi fraud was reported within the jurisdiction of Hubballi New City Police Station. Preliminary inquiry has been initiated."
1950,100220092202100005,202100005,2021-03-18,856,92,1,3,11,53,9,82,2021-03-16 19:33:29,2021-03-16 19:44:29,2021-03-18 08:27:15,12.448928,76.495659,The complainant reported an act of rash & negligent driving occurring during the day in the area covered by Mysuru Women Police Station. Investigation is in progress to identify those responsible.
1951,100110095202600004,202600004,2026-01-09,884,95,1,3,4,25,3,45,2026-01-08 09:43:36,2026-01-08 10:00:36,2026-01-09 12:32:11,13.006473,74.663303,"On the date of occurrence, during the day, an incident of missing child was reported within the jurisdiction of Mangaluru South Police Station. Preliminary inquiry has been initiated."
1952,100260127202600005,202600005,2026-04-20,1132,127,1,3,2,9,2,99,2026-04-18 15:29:06,2026-04-18 15:33:06,2026-04-20 08:01:27,13.463683,77.188744,"A case of house-breaking / burglary came to notice during the day, and the matter was registered at Tumakuru Rural Police Station for further investigation as per procedure."
1953,200220093202600001,202600001,2026-01-13,863,93,2,3,2,9,5,83,2026-01-11 16:30:52,2026-01-13 07:58:03,2026-01-13 13:13:32,12.422733,76.667935,The complainant reported an act of house-breaking / burglary occurring during the day in the area covered by Mysuru CEN Crime Police Station. Investigation is in progress to identify those responsible.
1954,100020137202300004,202300004,2023-05-29,1206,137,1,2,3,19,8,8,2023-05-27 07:32:28,2023-05-27 08:10:28,2023-05-29 00:35:21,15.046583,76.990975,Information was received regarding sexual harassment late at night in the limits of Ballari Women Police Station. The case has been taken up for detailed inquiry.
1955,100220092202300007,202300007,2023-12-20,858,92,1,3,9,44,8,82,2023-12-18 19:31:45,2023-12-18 19:54:45,2023-12-20 10:15:19,12.483285,76.495854,"A case of cyberstalking came to notice during the day, and the matter was registered at Mysuru Women Police Station for further investigation as per procedure."
1956,200050081202100001,202100001,2021-01-20,766,81,2,2,1,3,8,20,2021-01-20 00:47:43,2021-01-20 00:47:43,2021-01-20 16:07:43,12.932694,77.689823,"On the date of occurrence, in the evening, an incident of culpable homicide not amounting to murder was reported within the jurisdiction of Electronic City Police Station. Preliminary inquiry has been initiated."
1957,100030108202300002,202300002,2023-01-31,986,108,1,1,1,1,3,12,2023-01-30 11:59:40,2023-01-30 12:08:40,2023-01-31 08:43:19,15.892878,74.4434,Information was received regarding murder during the day in the limits of Belagavi Women Police Station. The case has been taken up for detailed inquiry.
1958,400220090202300001,202300001,2023-10-01,842,90,4,2,8,40,7,84,2023-09-27 20:35:06,2023-09-28 22:30:59,2023-10-01 20:11:10,12.356844,76.840556,The complainant reported an act of forgery occurring late at night in the area covered by Nazarbad Police Station. Investigation is in progress to identify those responsible.
1959,600170115202300001,202300001,2023-01-19,1043,115,6,1,1,1,3,64,2022-12-20 20:41:53,2022-12-20 21:10:53,2023-01-19 14:42:35,17.183781,76.646959,"On the date of occurrence, during the day, an incident of murder was reported within the jurisdiction of Kalaburagi Traffic Police Station. Preliminary inquiry has been initiated."
